accession	mechanism
Q56JV3	unassigned
Q56VR3	convertase
Q56WV9	convertase
Q570K8	convertase
Q571V3	convertase
Q585F3	zymogen_protease
Q58D68	unassigned
Q58DS5	unassigned
Q58HT7	convertase
Q58L91	unassigned
Q58L94	convertase
Q58L96	convertase
Q59589	unassigned
Q59947	zymogen_protease
Q59986	zymogen_protease
Q59HN7	unassigned
Q59KZ1	zymogen_protease
Q59L12	unassigned
Q59SU1	convertase
Q59TP1	unassigned
Q59UP6	unassigned
Q59UT4	unassigned
Q59UT5	unassigned
Q59VH7	convertase
Q59XU5	unassigned
Q59Y31	unassigned
Q5A2Z7	unassigned
Q5A312	unassigned
Q5A343	unassigned
Q5A5U4	unassigned
Q5A651	convertase
Q5A8N2	convertase
Q5A8T4	unassigned
Q5A8T7	unassigned
Q5AAL9	unassigned
Q5AC08	convertase
Q5ACV9	unassigned
Q5ACZ2	unassigned
Q5AD05	unassigned
Q5AD07	unassigned
Q5ADS0	unassigned
Q5AEM6	convertase
Q5AF39	unassigned
Q5AF41	unassigned
Q5AFA2	unassigned
Q5AFN8	unassigned
Q5AJC0	unassigned
Q5AJY5	unassigned
Q5AK54	unassigned
Q5AL03	unassigned
Q5AL16	zymogen_protease
Q5ANI6	zymogen_protease
Q5AP52	unassigned
Q5AUT0	unassigned
Q5BJN8	unassigned
Q5BKW7	unassigned
Q5D1D6	unassigned
Q5E946	zymogen_protease
Q5E954	unassigned
Q5E9C1	zymogen_protease
Q5EB77	unassigned
Q5EG65	zymogen_protease
Q5EGY4	unassigned
Q5EHP3	unassigned
Q5F470	unassigned
Q5F676	zymogen_protease
Q5G234	unassigned
Q5G290	unassigned
Q5G291	unassigned
Q5GC92	convertase
Q5I0H3	unassigned
Q5I2N3	zymogen_protease
Q5IS54	zymogen_protease
Q5IS69	unassigned
Q5IS74	zymogen_protease
Q5IS99	zymogen_protease
Q5JIZ5	zymogen_protease
Q5JQC9	unassigned
Q5K4E3	zymogen_protease
Q5KTJ6	unassigned
Q5MCS0	zymogen_protease
Q5MJS3	unassigned
Q5NVH5	convertase
Q5NVQ3	unassigned
Q5QNQ9	unassigned
Q5R4A3	unassigned
Q5R6D1	zymogen_protease
Q5R988	unassigned
Q5R9M7	unassigned
Q5R9X1	convertase
Q5RAX1	convertase
Q5RB45	unassigned
Q5RBE1	unassigned
Q5RC84	zymogen_protease
Q5RDG8	unassigned
Q5RDM6	unassigned
Q5RES1	convertase
Q5REY6	unassigned
Q5RFL1	zymogen_protease
Q5RLZ1	zymogen_protease
Q5SSG5	unassigned
Q5SW46	unassigned
Q5T4W7	unassigned
Q5TCH4	unassigned
Q5UB51	convertase
Q5UCB8	convertase
Q5VW32	unassigned
Q5VY80	unassigned
Q5W959	zymogen_protease
Q5W9R9	zymogen_protease
Q5WPU5	convertase
Q5X9P3	zymogen_protease
Q5XF51	zymogen_protease
Q5XI42	unassigned
Q5XJ36	zymogen_protease
Q5XUW8	zymogen_protease
Q5ZJN2	unassigned
Q60106	zymogen_protease
Q60411	unassigned
Q60415	unassigned
Q60431	zymogen_protease
Q60506	unassigned
Q60541	convertase
Q60662	unassigned
Q60692	zymogen_protease
Q60718	unassigned
Q60813	zymogen_protease
Q60935	unassigned
Q60HH0	unassigned
Q60HH1	zymogen_protease
Q60I18	unassigned
Q61012	unassigned
Q61016	unassigned
Q61096	zymogen_protease
Q61124	unassigned
Q61139	convertase
Q61207	unassigned
Q61245	unassigned
Q61247	unassigned
Q61330	unassigned
Q61411	unassigned
Q61419	unassigned
Q61468	convertase
Q61475	unassigned
Q61495	convertase
Q61503	unassigned
Q61521	unassigned
Q61554	unassigned
Q61555	unassigned
Q61759	zymogen_protease
Q61824	convertase
Q61839	convertase
Q61847	zymogen_protease
Q61955	zymogen_protease
Q62005	convertase
Q62159	unassigned
Q62170	convertase
Q62625	unassigned
Q62636	unassigned
Q62639	unassigned
Q62718	unassigned
Q62813	unassigned
Q62845	unassigned
Q62849	convertase
Q62923	convertase
Q62997	unassigned
Q63072	unassigned
Q63180	unassigned
Q63198	unassigned
Q63202	unassigned
Q63207	convertase
Q63264	unassigned
Q63341	zymogen_protease
Q63415	convertase
Q63645	unassigned
Q63651	unassigned
Q63663	unassigned
Q63691	unassigned
Q63739	unassigned
Q63912	unassigned
Q64194	unassigned
Q641X3	zymogen_protease
Q64230	zymogen_protease
Q64253	unassigned
Q64277	unassigned
Q64280	unassigned
Q64339	unassigned
Q64387	convertase
Q64444	unassigned
Q64610	convertase
Q64739	unassigned
Q64896	unassigned
Q65Z15	convertase
Q66H70	unassigned
Q66IA6	unassigned
Q67876	unassigned
Q68749	zymogen_protease
Q68798	zymogen_protease
Q68801	zymogen_protease
Q68AP4	unassigned
Q68SA9	convertase
Q68SP4	convertase
Q698K8	zymogen_protease
Q69Z26	unassigned
Q6AXT5	unassigned
Q6BEG6	unassigned
Q6BEG7	unassigned
Q6DDP3	unassigned
Q6DHC1	unassigned
Q6DHM9	unassigned
Q6DR98	unassigned
Q6DSU1	unassigned
Q6DV88	convertase
Q6EEV6	unassigned
Q6EH50	unassigned
Q6GLR6	unassigned
Q6H3X3	unassigned
Q6ID76	unassigned
Q6IE75	zymogen_protease
Q6IGX9	unassigned
Q6IQ49	unassigned
Q6IRK9	zymogen_protease
Q6ITZ3	unassigned
Q6J3P1	convertase
Q6KF10	convertase
Q6LAD6	zymogen_protease
Q6LEM5	convertase
Q6LWM4	unassigned
Q6NNL3	unassigned
Q6NPN4	unassigned
Q6NW40	unassigned
Q6P4A8	zymogen_protease
Q6P7A9	unassigned
Q6PCX7	unassigned
Q6PGY3	unassigned
Q6PHU5	convertase
Q6PN98	zymogen_protease
Q6PTD1	unassigned
Q6PTV2	zymogen_protease
Q6PXP0	zymogen_protease
Q6Q7I7	convertase
Q6QLQ5	unassigned
Q6QWR1	unassigned
Q6R8F2	convertase
Q6RT24	unassigned
Q6RUV5	unassigned
Q6RY98	unassigned
Q6SA95	convertase
Q6SEG5	zymogen_protease
Q6SLM1	unassigned
Q6SLM2	unassigned
Q6T179	unassigned
Q6T271	zymogen_protease
Q6TEN1	unassigned
Q6U8D7	unassigned
Q6UG02	unassigned
Q6UKZ8	convertase
Q6URK6	convertase
Q6UW15	unassigned
Q6UW60	convertase
Q6UWB4	zymogen_protease
Q6UWN5	unassigned
Q6UWR7	unassigned
Q6V9Y8	unassigned
Q6W3B0	convertase
Q6WRU0	unassigned
Q6X2S4	convertase
Q6XBF8	zymogen_protease
Q6XVN8	unassigned
Q6Y4Q5	zymogen_protease
Q6YGZ1	unassigned
Q6YHK3	unassigned
Q6YMS3	convertase
Q6YMS4	convertase
Q6ZD89	unassigned
Q6ZFZ4	zymogen_protease
Q6ZVN8	unassigned
Q70J59	zymogen_protease
Q70KY3	unassigned
Q70US9	unassigned
Q70XJ9	unassigned
Q71QF9	unassigned
Q71RP1	unassigned
Q71UE8	unassigned
Q72JC0	unassigned
Q74K42	unassigned
Q75N90	unassigned
Q769J6	convertase
Q76B45	zymogen_protease
Q76IQ4	convertase
Q76LX8	convertase
Q78EG7	unassigned
Q78EH2	convertase
Q7A656	unassigned
Q7AP54	unassigned
Q7DLR9	zymogen_protease
Q7DLS1	zymogen_protease
Q7EB72	unassigned
Q7F3A8	zymogen_protease
Q7K740	unassigned
Q7KQM4	zymogen_protease
Q7KUD5	convertase
Q7LZ61	zymogen_protease
Q7M303	unassigned
Q7M334	zymogen_protease
Q7M6Z0	unassigned
Q7M761	zymogen_protease
Q7PPZ8	zymogen_protease
Q7Q2T8	zymogen_protease
Q7RTW8	unassigned
Q7RTZ1	zymogen_protease
Q7SIB2	unassigned
Q7SYF1	zymogen_protease
Q7SZE1	zymogen_protease
Q7SZN0	unassigned
Q7T046	zymogen_protease
Q7T1M3	unassigned
Q7T273	convertase
Q7T2X6	convertase
Q7T3A4	unassigned
Q7T6D2	convertase
Q7TMD7	convertase
Q7TMR0	zymogen_protease
Q7TN89	unassigned
Q7TNC9	unassigned
Q7TQ32	unassigned
Q7TQ33	unassigned
Q7TQ35	zymogen_protease
Q7TSF0	convertase
Q7TSF1	convertase
Q7TSP5	unassigned
Q7TT47	zymogen_protease
Q7XAD0	unassigned
Q7YRU7	convertase
Q7YXD3	unassigned
Q7Z3B1	unassigned
Q7Z3G6	unassigned
Q7Z4H4	convertase
Q7Z5Y6	unassigned
Q7Z7G2	unassigned
Q7ZZS9	zymogen_protease
Q800Y1	unassigned
Q804X6	convertase
Q805F3	zymogen_protease
Q805F6	zymogen_protease
Q805F7	unassigned
Q80T19	convertase
Q80VQ0	unassigned
Q80VU4	convertase
Q80W65	zymogen_protease
Q80WD0	unassigned
Q80WD1	unassigned
Q80WM3	unassigned
Q80Y24	unassigned
Q80Z24	unassigned
Q80ZJ1	unassigned
Q80ZQ0	unassigned
Q81105	unassigned
Q811A2	unassigned
Q811B3	convertase
Q81258	zymogen_protease
Q81487	zymogen_protease
Q81495	zymogen_protease
Q81754	zymogen_protease
Q85646	convertase
Q862Z3	unassigned
Q863C3	convertase
Q868G6	convertase
Q868M7	unassigned
Q86BW2	unassigned
Q86CR8	unassigned
Q86DU6	convertase
Q86GF7	zymogen_protease
Q86MA7	unassigned
Q86SJ6	convertase
Q86UN2	unassigned
Q86UN3	unassigned
Q86UP0	convertase
Q86UU9	convertase
Q86V40	zymogen_protease
Q86Y78	unassigned
Q873Y0	unassigned
Q874R1	unassigned
Q89277	convertase
Q899Y1	zymogen_protease
Q8AWI5	zymogen_protease
Q8AY79	zymogen_protease
Q8AY80	zymogen_protease
Q8AY81	zymogen_protease
Q8AYD0	convertase
Q8BG41	zymogen_protease
Q8BGN3	unassigned
Q8BH35	unassigned
Q8BH61	zymogen_protease
Q8BLC3	unassigned
Q8BLR7	unassigned
Q8BNJ2	convertase
Q8BPP5	unassigned
Q8BU31	unassigned
Q8BVZ5	unassigned
Q8BWU1	unassigned
Q8C255	zymogen_protease
Q8C3Q9	zymogen_protease
Q8C9W3	zymogen_protease
Q8CE23	unassigned
Q8CFB4	unassigned
Q8CFN2	unassigned
Q8CFV4	unassigned
Q8CFZ4	unassigned
Q8CH34	convertase
Q8CIH9	unassigned
Q8CIT0	convertase
Q8DIV4	unassigned
Q8DR60	unassigned
Q8GB88	zymogen_protease
Q8GWW6	zymogen_protease
Q8H166	zymogen_protease
Q8HWE5	unassigned
Q8HWE7	unassigned
Q8I0U8	unassigned
Q8I0V0	zymogen_protease
Q8I6K2	zymogen_protease
Q8I6U4	zymogen_protease
Q8I6U5	zymogen_protease
Q8I6V3	zymogen_protease
Q8I914	zymogen_protease
Q8IAS0	zymogen_protease
Q8IDN0	unassigned
Q8IHZ5	zymogen_protease
Q8IIJ9	zymogen_protease
Q8IIL0	zymogen_protease
Q8ILG2	zymogen_protease
Q8IM15	zymogen_protease
Q8IM16	zymogen_protease
Q8IPM8	unassigned
Q8IRY7	zymogen_protease
Q8IV16	unassigned
Q8IVL8	zymogen_protease
Q8IWV2	unassigned
Q8IXL6	unassigned
Q8IZC6	unassigned
Q8J0P4	unassigned
Q8J136	unassigned
Q8J2T0	convertase
Q8J2V8	unassigned
Q8JFY4	convertase
Q8JH85	zymogen_protease
Q8JIR2	zymogen_protease
Q8JIY1	convertase
Q8JMZ4	unassigned
Q8JSZ3	convertase
Q8JZQ2	zymogen_protease
Q8JZU2	unassigned
Q8K0S5	unassigned
Q8K182	unassigned
Q8K1J5	unassigned
Q8K337	unassigned
Q8K3F2	zymogen_protease
Q8K3U6	convertase
Q8K410	convertase
Q8KQR1	unassigned
Q8L3C7	zymogen_protease
Q8L8Q7	unassigned
Q8L8Y3	unassigned
Q8LC95	unassigned
Q8LD27	zymogen_protease
Q8LDW6	unassigned
Q8LE06	convertase
Q8LEJ6	unassigned
Q8LEM4	unassigned
Q8LPS1	unassigned
Q8MJ25	convertase
Q8MJV5	convertase
Q8MJW9	convertase
Q8MK68	unassigned
Q8MKI5	zymogen_protease
Q8MMJ7	convertase
Q8MPP3	convertase
Q8MTX2	convertase
Q8MUF9	zymogen_protease
Q8MZM3	zymogen_protease
Q8MZS4	zymogen_protease
Q8N119	convertase
Q8N158	unassigned
Q8N2E6	convertase
Q8N2G4	unassigned
Q8N4T0	convertase
Q8N6Q3	unassigned
Q8N7M5	unassigned
Q8NBP7	zymogen_protease
Q8NFA0	zymogen_protease
Q8NFP4	unassigned
Q8NJP6	convertase
Q8NK92	zymogen_protease
Q8QGH3	convertase
Q8R182	unassigned
Q8R1B5	unassigned
Q8R1I2	convertase
Q8R1R3	unassigned
Q8R2Q8	unassigned
Q8R3R8	unassigned
Q8R422	unassigned
Q8R460	unassigned
Q8R481	unassigned
Q8R4F1	unassigned
Q8R4G0	unassigned
Q8R4K8	zymogen_protease
Q8R4S2	unassigned
Q8R4S4	unassigned
Q8R4S5	unassigned
Q8R4S6	unassigned
Q8R4S7	unassigned
Q8R527	unassigned
Q8R534	zymogen_protease
Q8RR56	zymogen_protease
Q8RVL1	zymogen_protease
Q8RVL2	zymogen_protease
Q8S2W4	unassigned
Q8S926	unassigned
Q8SQG7	unassigned
Q8SQG8	unassigned
Q8SXL2	unassigned
Q8T117	unassigned
Q8T1G4	unassigned
Q8TAI7	unassigned
Q8TC27	unassigned
Q8TDM5	unassigned
Q8TE56	convertase
Q8TE57	convertase
Q8TE58	convertase
Q8TE59	convertase
Q8TE60	convertase
Q8TL28	zymogen_protease
Q8U194	unassigned
Q8U195	unassigned
Q8UVG0	zymogen_protease
Q8UW59	zymogen_protease
Q8VCI5	unassigned
Q8VEN2	unassigned
Q8VHQ3	unassigned
Q8VI51	unassigned
Q8VYI9	unassigned
Q8VZU3	unassigned
Q8WNR2	unassigned
Q8WP15	unassigned
Q8WPU1	unassigned
Q8WRC7	convertase
Q8WTQ7	unassigned
Q8WV99	unassigned
Q8WW22	unassigned
Q8WWA0	unassigned
Q8WXF3	convertase
Q8WXH6	unassigned
Q8WXS8	convertase
Q8Y3L4	unassigned
Q8Y585	unassigned
Q90275	convertase
Q90282	zymogen_protease
Q90495	zymogen_protease
Q90611	zymogen_protease
Q90694	unassigned
Q90752	convertase
Q90763	convertase
Q90WA8	unassigned
Q90WC0	zymogen_protease
Q90WD8	zymogen_protease
Q90WW4	unassigned
Q90Y12	convertase
Q90YA6	zymogen_protease
Q90Z06	unassigned
Q90ZI3	zymogen_protease
Q91053	zymogen_protease
Q91132	convertase
Q913A8	unassigned
Q913D4	zymogen_protease
Q913V3	zymogen_protease
Q91511	zymogen_protease
Q91516	zymogen_protease
Q91609	convertase
Q91619	convertase
Q91620	convertase
Q91875	unassigned
Q91B85	convertase
Q91C37	unassigned
Q91VE3	zymogen_protease
Q91VR7	unassigned
Q91WW1	unassigned
Q91X17	unassigned
Q91X58	unassigned
Q91X79	zymogen_protease
Q91XI3	convertase
Q91ZF2	zymogen_protease
Q91ZQ1	unassigned
Q92058	unassigned
Q92084	unassigned
Q920D5	zymogen_protease
Q920E0	unassigned
Q920E1	unassigned
Q920Q0	unassigned
Q92178	zymogen_protease
Q921J2	unassigned
Q92340	unassigned
Q923S9	unassigned
Q923W9	convertase
Q92405	convertase
Q924A4	unassigned
Q924B5	unassigned
Q92673	convertase
Q92730	unassigned
Q92737	unassigned
Q92824	convertase
Q92834	unassigned
Q92851	zymogen_protease
Q92876	convertase
Q92930	unassigned
Q93070	unassigned
Q93096	unassigned
Q93243	convertase
Q93725	unassigned
Q939N5	unassigned
Q93LQ6	zymogen_protease
Q93V47	unassigned
Q93VK8	unassigned
Q93VP2	unassigned
Q93WC9	unassigned
Q93Z04	unassigned
Q93ZH0	unassigned
Q94124	unassigned
Q941C7	unassigned
Q94AW8	unassigned
Q94BT2	unassigned
Q94EI3	unassigned
Q94K07	unassigned
Q94K85	zymogen_protease
Q94KT8	unassigned
Q95029	zymogen_protease
Q95209	convertase
Q95211	unassigned
Q95220	convertase
Q95222	unassigned
Q95229	convertase
Q95333	zymogen_protease
Q95J86	convertase
Q95JC9	unassigned
Q95JF4	unassigned
Q95L39	convertase
Q95LD9	unassigned
Q95LI9	zymogen_protease
Q95M12	zymogen_protease
Q95N27	unassigned
Q95ND5	zymogen_protease
Q95ND7	convertase
Q95NH6	unassigned
Q95P23	convertase
Q95ZG8	unassigned
Q969E3	unassigned
Q96AX2	unassigned
Q96B86	unassigned
Q96CW9	unassigned
Q96D21	unassigned
Q96E52	zymogen_protease
Q96HU8	unassigned
Q96I34	unassigned
Q96IY4	zymogen_protease
Q96MT3	unassigned
Q96PH6	convertase
Q96PP8	unassigned
Q96RI0	unassigned
Q96RP3	unassigned
Q96S42	convertase
Q96T49	unassigned
Q97QP7	zymogen_protease
Q98803	convertase
Q98943	zymogen_protease
Q98995	zymogen_protease
Q98SP2	zymogen_protease
Q98TU0	convertase
Q98UF9	zymogen_protease
Q99034	convertase
Q99036	unassigned
Q99075	unassigned
Q99109	convertase
Q99405	zymogen_protease
Q99436	zymogen_protease
Q99497	zymogen_protease
Q99523	convertase
Q99538	zymogen_protease
Q99542	zymogen_protease
Q99748	unassigned
Q99895	zymogen_protease
Q99965	unassigned
Q99969	unassigned
Q99988	convertase
Q99D35	convertase
Q99IB8	zymogen_protease
Q99J86	unassigned
Q99JA0	convertase
Q99JB6	unassigned
Q99JI6	unassigned
Q99KL7	unassigned
Q99LS0	convertase
Q99LX0	zymogen_protease
Q99M75	unassigned
Q99MA2	zymogen_protease
Q99MH3	convertase
Q99ML8	unassigned
Q99MQ4	unassigned
Q99N14	convertase
Q99PI8	unassigned
Q99PJ0	unassigned
Q99PW6	convertase
Q9A1S2	unassigned
Q9AQQ8	zymogen_protease
Q9BDJ6	unassigned
Q9BEF8	unassigned
Q9BH10	convertase
Q9BH11	convertase
Q9BH73	unassigned
Q9BPG6	unassigned
Q9BRT3	unassigned
Q9BT56	convertase
Q9BXN1	unassigned
Q9BXP8	zymogen_protease
Q9BXW4	unassigned
Q9BY14	unassigned
Q9BZ11	convertase
Q9BZD6	convertase
Q9BZJ3	zymogen_protease
Q9BZM4	unassigned
Q9BZM5	unassigned
Q9BZM6	unassigned
Q9BZR6	unassigned
Q9BZS1	unassigned
Q9C7F7	unassigned
Q9C9G4	unassigned
Q9CQV6	unassigned
Q9CQW1	unassigned
Q9CR53	convertase
Q9CWP4	unassigned
Q9CY64	unassigned
Q9CZQ6	unassigned
Q9D1N2	unassigned
Q9D3G9	unassigned
Q9D658	unassigned
Q9D6Z6	unassigned
Q9D733	unassigned
Q9D777	convertase
Q9D7S0	unassigned
Q9D8H7	zymogen_protease
Q9DA79	unassigned
Q9DCD6	unassigned
Q9DCV6	unassigned
Q9DD03	unassigned
Q9DD06	unassigned
Q9DEX3	zymogen_protease
Q9DF33	unassigned
Q9DF52	unassigned
Q9DF67	zymogen_protease
Q9DGB9	zymogen_protease
Q9DHD6	zymogen_protease
Q9EPB1	zymogen_protease
Q9EPI2	unassigned
Q9EPL5	zymogen_protease
Q9EPL6	zymogen_protease
Q9EPS2	convertase
Q9EQ21	convertase
Q9EQF4	unassigned
Q9EQV6	zymogen_protease
Q9EQV9	zymogen_protease
Q9EQX0	unassigned
Q9ER71	unassigned
Q9ES87	zymogen_protease
Q9ESD1	zymogen_protease
Q9ESP7	convertase
Q9ESQ9	convertase
Q9ESY9	unassigned
Q9ET22	zymogen_protease
Q9F1K9	unassigned
Q9FDX9	unassigned
Q9FGF6	unassigned
Q9FGR9	zymogen_protease
Q9FHX5	unassigned
Q9FIW0	convertase
Q9FIW1	convertase
Q9FJH5	unassigned
Q9FKT1	unassigned
Q9FM65	unassigned
Q9FNQ2	unassigned
Q9GJW7	unassigned
Q9GK11	zymogen_protease
Q9GKL8	zymogen_protease
Q9GKQ8	convertase
Q9GKY5	unassigned
Q9GL24	zymogen_protease
Q9GL30	zymogen_protease
Q9GLD0	unassigned
Q9GLE3	zymogen_protease
Q9GLE4	convertase
Q9GLE5	zymogen_protease
Q9GLF6	convertase
Q9GLG1	zymogen_protease
Q9GLP1	zymogen_protease
Q9GLP2	convertase
Q9GPR7	unassigned
Q9GPS0	unassigned
Q9GQV7	convertase
Q9GSL0	convertase
Q9GZQ8	unassigned
Q9GZZ7	unassigned
Q9H013	zymogen_protease
Q9H0R8	unassigned
Q9H159	convertase
Q9H1M4	convertase
Q9H239	convertase
Q9H2R5	zymogen_protease
Q9H2U9	unassigned
Q9H306	zymogen_protease
Q9H324	convertase
Q9H492	unassigned
Q9H4A9	zymogen_protease
Q9H4E5	unassigned
Q9HBH0	unassigned
Q9HBT6	convertase
Q9HCQ7	convertase
Q9HWK6	zymogen_protease
Q9I060	zymogen_protease
Q9I194	zymogen_protease
Q9I8X1	zymogen_protease
Q9I9L7	zymogen_protease
Q9IAB0	zymogen_protease
Q9JHH6	zymogen_protease
Q9JHI0	zymogen_protease
Q9JHX4	zymogen_protease
Q9JI58	unassigned
Q9JI76	zymogen_protease
Q9JI81	zymogen_protease
Q9JII1	unassigned
Q9JIW9	unassigned
Q9JIY5	zymogen_protease
Q9JJL4	unassigned
Q9JJT2	unassigned
Q9JKF8	unassigned
Q9JKM7	unassigned
Q9JL18	zymogen_protease
Q9JL96	zymogen_protease
Q9JLA2	unassigned
Q9JLB4	convertase
Q9JLN6	zymogen_protease
Q9JM53	unassigned
Q9JM71	zymogen_protease
Q9JMB8	unassigned
Q9JMF3	unassigned
Q9JMI7	unassigned
Q9L7Q2	zymogen_protease
Q9LE89	unassigned
Q9LI64	unassigned
Q9LJ86	unassigned
Q9LJU0	unassigned
Q9LM66	zymogen_protease
Q9LV87	unassigned
Q9LVC0	unassigned
Q9LZF1	unassigned
Q9LZH5	unassigned
Q9LZL3	zymogen_protease
Q9M099	zymogen_protease
Q9M6E9	unassigned
Q9MAP5	zymogen_protease
Q9MYM4	unassigned
Q9MZV6	zymogen_protease
Q9MZV7	zymogen_protease
Q9N0E3	unassigned
Q9N1T2	unassigned
Q9N2I1	zymogen_protease
Q9N2I2	unassigned
Q9N4D8	convertase
Q9N4V0	convertase
Q9NDE8	convertase
Q9NFZ3	unassigned
Q9NIP6	convertase
Q9NJ15	convertase
Q9NP72	unassigned
Q9NPA2	convertase
Q9NQZ5	unassigned
Q9NR23	convertase
Q9NRE1	zymogen_protease
Q9NRR6	unassigned
Q9NZB8	unassigned
Q9NZH6	unassigned
Q9NZH7	unassigned
Q9NZH8	unassigned
Q9P0G3	zymogen_protease
Q9P0K1	convertase
Q9P121	unassigned
Q9P232	unassigned
Q9P2N4	convertase
Q9P2W3	unassigned
Q9P378	unassigned
Q9PT41	zymogen_protease
Q9PTU8	zymogen_protease
Q9PW35	zymogen_protease
Q9PW56	convertase
Q9Q6P4	zymogen_protease
Q9QAX1	zymogen_protease
Q9QUG3	unassigned
Q9QUI0	unassigned
Q9QUK9	zymogen_protease
Q9QUR8	unassigned
Q9QXK8	convertase
Q9QXQ7	unassigned
Q9QXX3	convertase
Q9QYH7	unassigned
Q9QYI5	unassigned
Q9QYM5	unassigned
Q9QYU1	unassigned
Q9QYV0	convertase
Q9QZF2	unassigned
Q9QZQ3	convertase
Q9QZQ4	convertase
Q9QZT3	convertase
Q9R001	convertase
Q9R014	zymogen_protease
Q9R098	zymogen_protease
Q9R0J8	zymogen_protease
Q9R0P9	zymogen_protease
Q9R0R3	convertase
Q9R0R4	convertase
Q9R0S2	convertase
Q9R0S3	convertase
Q9R0T4	convertase
Q9R0T7	zymogen_protease
Q9R0X2	zymogen_protease
Q9R0X5	unassigned
Q9R158	zymogen_protease
Q9R159	zymogen_protease
Q9R160	zymogen_protease
Q9R1E6	convertase
Q9R1Q9	unassigned
Q9R1T3	zymogen_protease
Q9R1V4	convertase
Q9R1V6	convertase
Q9R1V7	convertase
Q9R229	convertase
Q9RTN7	unassigned
Q9S9K4	zymogen_protease
Q9SBJ6	unassigned
Q9SD84	unassigned
Q9SE35	convertase
Q9SE93	unassigned
Q9SHE7	unassigned
Q9SK27	unassigned
Q9SNC3	unassigned
Q9SRQ3	unassigned
Q9SRY3	unassigned
Q9SU40	unassigned
Q9SU56	unassigned
Q9SXA6	unassigned
Q9SZI2	unassigned
Q9SZN7	unassigned
Q9T045	unassigned
Q9TSM6	unassigned
Q9TT93	convertase
Q9TU53	convertase
Q9TUI9	convertase
Q9TV13	zymogen_protease
Q9TY95	zymogen_protease
Q9TZP5	unassigned
Q9U655	convertase
Q9UBC7	convertase
Q9UBI6	unassigned
Q9UBR2	zymogen_protease
Q9UBU3	unassigned
Q9UBX1	zymogen_protease
Q9UBX7	zymogen_protease
Q9UFP1	unassigned
Q9UHA7	unassigned
Q9UHF0	convertase
Q9UHI8	convertase
Q9UHL4	convertase
Q9UI42	zymogen_protease
Q9UK05	convertase
Q9UK23	zymogen_protease
Q9UKF2	zymogen_protease
Q9UKF5	unassigned
Q9UKJ8	zymogen_protease
Q9UKP4	convertase
Q9UKP5	convertase
Q9UKQ2	convertase
Q9UKY0	unassigned
Q9UL25	unassigned
Q9ULB4	convertase
Q9ULB5	convertase
Q9ULC3	unassigned
Q9ULZ1	convertase
Q9ULZ9	convertase
Q9UNA0	convertase
Q9UNI1	zymogen_protease
Q9UP65	unassigned
Q9UP79	convertase
Q9UPU3	convertase
Q9UQ52	unassigned
Q9UQ90	zymogen_protease
Q9URQ0	unassigned
Q9UVP6	zymogen_protease
Q9V3Z2	zymogen_protease
Q9V521	zymogen_protease
Q9VAC5	convertase
Q9VBC7	convertase
Q9VC44	convertase
Q9VC47	zymogen_protease
Q9VEG6	unassigned
Q9VET0	convertase
Q9VFI9	unassigned
Q9VFJ3	zymogen_protease
Q9VG55	convertase
Q9VGE8	convertase
Q9VII1	unassigned
Q9VII3	unassigned
Q9VIQ0	convertase
Q9VJ33	unassigned
Q9VJN9	zymogen_protease
Q9VKA0	unassigned
Q9VLK4	convertase
Q9VN14	unassigned
Q9VND8	unassigned
Q9VP95	zymogen_protease
Q9VPR7	unassigned
Q9VT51	convertase
Q9VTZ5	unassigned
Q9VV72	unassigned
Q9VVF7	convertase
Q9VZ21	unassigned
Q9VZX1	unassigned
Q9W0W6	convertase
Q9W1V6	convertase
Q9W3T7	unassigned
Q9W6M5	zymogen_protease
Q9W7C5	unassigned
Q9W7J3	unassigned
Q9W7J4	unassigned
Q9WDA6	convertase
Q9WJE9	unassigned
Q9WMB7	unassigned
Q9WMX2	zymogen_protease
Q9WTK7	unassigned
Q9WTL2	unassigned
Q9WTR0	convertase
Q9WTR5	convertase
Q9WTZ2	zymogen_protease
Q9WTZ3	zymogen_protease
Q9WU60	unassigned
Q9WUC3	unassigned
Q9WUK0	convertase
Q9WUQ1	convertase
Q9WV56	convertase
Q9WVA8	convertase
Q9WVA9	convertase
Q9WVG1	unassigned
Q9WVJ3	zymogen_protease
Q9WVL4	unassigned
Q9WVR1	unassigned
Q9WX11	unassigned
Q9X2V7	unassigned
Q9X721	zymogen_protease
Q9XFX3	zymogen_protease
Q9XFX4	zymogen_protease
Q9XGU0	unassigned
Q9XSB8	zymogen_protease
Q9XSJ7	unassigned
Q9XSZ5	zymogen_protease
Q9XT90	convertase
Q9XTW2	unassigned
Q9XU75	zymogen_protease
Q9XW71	convertase
Q9XWV7	convertase
Q9XYF4	zymogen_protease
Q9Y006	zymogen_protease
Q9Y008	zymogen_protease
Q9Y0X6	unassigned
Q9Y251	unassigned
Q9Y272	unassigned
Q9Y2I2	unassigned
Q9Y3L5	unassigned
Q9Y3Q7	unassigned
Q9Y4W6	zymogen_protease
Q9Y5K2	zymogen_protease
Q9Y5Q6	convertase
Q9Y5R2	convertase
Q9Y5Z0	zymogen_protease
Q9Y625	unassigned
Q9Y646	zymogen_protease
Q9Y6L7	convertase
Q9Y6M0	zymogen_protease
Q9Y6N8	convertase
Q9Y749	zymogen_protease
Q9Y7S9	unassigned
